,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_neighbors,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.0624048709869385,15.932525952657064,-0.5111600064285343,-0.5008378808027264,50,{'n_neighbors': 50},2,-0.5117548424991574,-0.5006723953347952,-0.5133286859249445,-0.49998540898796107,-0.5083964908615011,-0.5018558380854228,0.18721797067894008,0.125163990630165,0.002057022038311642,0.0007725133579126191
1,1.0402228832244873,9.652440388997396,-0.5174460581033767,-0.4712471221215208,11,{'n_neighbors': 11},4,-0.5164092593171243,-0.4711148408687651,-0.5199714661024383,-0.4710372660220749,-0.5159574488905677,-0.4715892594737223,0.19823081576544524,0.01859006399988083,0.001795233937713814,0.0002439917212234406
2,1.0362393061319988,13.334491968154907,-0.5110613658923113,-0.49436503180402697,30,{'n_neighbors': 30},1,-0.5113976819875733,-0.49438615893032495,-0.5135183633872898,-0.4933742974523505,-0.5082680523020708,-0.49533463902940544,0.2108067995343684,0.027302448437778598,0.002156582637699838,0.0008004455181467241
3,1.0518981615702312,11.670689662297567,-0.5123586788571654,-0.4871847177731606,20,{'n_neighbors': 20},3,-0.5118046226330434,-0.48745740656159303,-0.5151001332479584,-0.48656937313773985,-0.510171280690494,-0.4875273736201489,0.20241363937435894,0.04615788767212405,0.00204998058656208,0.0004360509240723798
4,1.0438942114512126,9.738667329152426,-0.5174460581033767,-0.4712471221215208,11,{'n_neighbors': 11},4,-0.5164092593171243,-0.4711148408687651,-0.5199714661024383,-0.4710372660220749,-0.5159574488905677,-0.4715892594737223,0.20230695782369612,0.10630843107688798,0.001795233937713814,0.0002439917212234406
